v,J_theta,T_s,T_p,J_TIR_s,J_TIR_p
7.137670332946767e-12,215196265497.15796,2.9740293053502624e-11,7.613515021520056e-11,6.399999999904833,16.383999999376304
6.35839172658688e-12,241570520667.57602,2.6493298860427723e-11,6.782284508129342e-11,6.399999999915224,16.3839999994444
5.6641934220625826e-12,271177180146.62622,2.360080592498226e-11,6.041806316684236e-11,6.3999999999244785,16.383999999505054
5.045786497926109e-12,304412404415.31134,2.102411040780445e-11,5.382172264309678e-11,6.399999999932724,16.383999999559098
4.49489618124346e-12,341720907016.6074,1.8728734088339037e-11,4.794555926544753e-11,6.39999999994007,16.383999999607234
4.0041511245989534e-12,383601905173.80695,1.6683963019023132e-11,4.271094532814339e-11,6.399999999946614,16.383999999650115
3.566984771646403e-12,430615799711.14734,1.4862436548416234e-11,3.804783756350448e-11,6.399999999952441,16.383999999688314
3.1775474914003756e-12,483391673659.3197,1.3239781214080586e-11,3.389383990769628e-11,6.399999999957634,16.383999999722345
2.830628305554684e-12,542635709883.1487,1.1794284606408298e-11,3.019336859212748e-11,6.39999999996226,16.38399999975266
2.5215851614781633e-12,609140640365.916,1.0506604839437153e-11,2.6896908388738687e-11,6.39999999996638,16.38399999977966
2.246282817885163e-12,683796353589.2235,9.359511741144379e-12,2.3960350057154693e-11,6.39999999997005,16.383999999803724
2.001037512041929e-12,767601801943.5388,8.337656300139943e-12,2.134440012821945e-11,6.3999999999733195,16.38399999982515
1.782567668112599e-12,861678368499.9363,7.427365283774913e-12,1.9014055126353618e-11,6.399999999976234,16.383999999844235
1.5879499870833977e-12,967284872001.0292,6.616458279492269e-12,1.693813319541279e-11,6.399999999978829,16.383999999861242
1.4145803307136463e-12,1085834410849.6819,5.89408471128949e-12,1.5088856860831724e-11,6.399999999981141,16.383999999876394
1.2601388761098533e-12,1218913271481.4353,5.250578650443938e-12,1.344148134508143e-11,6.3999999999832005,16.38399999988989
1.1225590746637114e-12,1368302154129.523,4.677329477754526e-12,1.19739634630079e-11,6.3999999999850345,16.383999999901913
1e-12,1536000000000.0002,4.166666666657986e-12,1.0666666666609776e-11,6.399999999986668,16.383999999912618
